Season,PA,wRC_Plus,BB_Rate,K_Rate,O_Swing_Rate,Z_Swing_Rate,Swing_Rate,MLBAMID
2017,323,103.5008573,0.058823529,0.164086687,0.3849,0.6726,0.5153,546991
2019,548,110.7360879,0.085766423,0.284671532,0.3427,0.7761,0.5153,614177
2019,292,101.1455392,0.047945205,0.219178082,0.3905,0.6821,0.5153,622682
2019,428,68.92065668,0.084112149,0.142523364,0.3677,0.7282,0.5152,596748
2018,569,121.9255,0.084358523,0.121265377,0.3623,0.747,0.5149,544369
2016,332,51.09235607,0.030120481,0.111445783,0.3279,0.7081,0.5148,542993
2018,531,58.91801835,0.054613935,0.139359698,0.3515,0.7158,0.5145,444876
2021,272,103.6693292,0.055147058,0.12867647,0.3377,0.7525,0.5145,628451
2017,512,91.3543555,0.072265625,0.119140625,0.3448,0.7268,0.5144,500208
2016,715,138.7217493,0.065734265,0.139860139,0.3728,0.7136,0.5143,429664
2017,244,109.8658362,0.086065573,0.147540983,0.3327,0.7337,0.5143,645277
2019,662,129.5325711,0.093655589,0.140483383,0.3786,0.7325,0.5142,571448
2017,489,166.5461138,0.108384458,0.261758691,0.321,0.7644,0.5141,502110
2016,495,82.8424388,0.066666666,0.214141414,0.332,0.727,0.5139,434658
2016,623,104.4814002,0.091492776,0.18459069,0.3084,0.786,0.5138,543063
2017,433,101.3981484,0.085450346,0.184757505,0.3757,0.6855,0.5138,445055
2021,371,90.74634748,0.080862533,0.161725067,0.3301,0.7465,0.5138,553869
2021,349,101.5288622,0.048710601,0.160458452,0.3801,0.7002,0.5137,444876
2018,235,84.73724879,0.063829787,0.357446808,0.3684,0.7291,0.5135,545350
2018,202,69.45848645,0.08910891,0.316831683,0.3295,0.7478,0.5134,641857
2019,316,127.9994814,0.082278481,0.21835443,0.3707,0.75,0.5133,452254
2021,350,47.15090807,0.088571428,0.268571428,0.352,0.7552,0.5133,641355
2019,508,116.731196,0.066929133,0.206692913,0.3736,0.727,0.5131,460075
2019,289,46.2419753,0.069204152,0.339100346,0.3653,0.7313,0.513,572287
2019,348,138.8617537,0.07183908,0.307471264,0.3505,0.7346,0.513,669374
2020,207,63.6162445,0.091787439,0.260869565,0.3679,0.7412,0.513,542340
2017,570,86.0666242,0.07368421,0.198245614,0.311,0.7664,0.5129,543063
2020,222,55.5592463,0.067567567,0.184684684,0.3688,0.7221,0.5129,500871
2021,546,157.6988176,0.113553113,0.28021978,0.3326,0.8061,0.5128,665487
2019,560,73.15097889,0.094642857,0.208928571,0.3205,0.7811,0.5126,543063
2016,365,132.6796387,0.098630136,0.306849315,0.3599,0.7271,0.5123,571980
2017,442,94.61337719,0.058823529,0.300904977,0.353,0.7075,0.5121,545341
2020,224,133.5606147,0.0625,0.214285714,0.3577,0.7203,0.512,666971
2021,390,100.5541619,0.084615384,0.253846153,0.324,0.7657,0.512,595281
2018,280,54.30310406,0.035714285,0.242857142,0.3701,0.6917,0.5119,543376
2017,665,111.3181554,0.061654135,0.213533834,0.3463,0.7317,0.5117,592206
2018,447,105.7438234,0.076062639,0.190156599,0.3629,0.7088,0.5117,460075
2019,615,100.3165591,0.095934959,0.227642276,0.3295,0.786,0.5117,643217
2021,528,75.30500297,0.0625,0.272727272,0.3429,0.7579,0.5116,572191
2019,654,117.9331092,0.070336391,0.149847094,0.3539,0.7367,0.5115,596019
2018,467,68.16783106,0.051391862,0.304068522,0.3737,0.6886,0.5113,592444
2019,541,111.7465715,0.081330868,0.181146025,0.3072,0.7947,0.5113,608369
2017,425,91.12478525,0.047058823,0.157647058,0.3583,0.6838,0.5111,467827
2021,695,135.9953852,0.122302158,0.153956834,0.297,0.8067,0.511,518692
2019,285,96.36177199,0.063157894,0.168421052,0.3435,0.7535,0.5109,591741
2017,518,60.91786178,0.038610038,0.135135135,0.3514,0.6887,0.5108,606299
2016,256,102.3735532,0.02734375,0.12890625,0.3666,0.6856,0.5106,606299
2021,533,74.52349378,0.075046904,0.131332082,0.3666,0.6965,0.5104,606132
2016,464,105.1592263,0.084051724,0.30387931,0.3403,0.7403,0.5099,461235
2018,404,72.11744952,0.03960396,0.242574257,0.3871,0.6603,0.5099,455117
2016,224,101.6201295,0.080357142,0.285714285,0.3162,0.7212,0.5098,571757
2021,254,67.72907768,0.051181102,0.279527559,0.338,0.7543,0.5097,656811
2019,393,92.79482099,0.073791348,0.213740458,0.3542,0.7211,0.5094,572039
2016,317,84.10071273,0.078864353,0.205047318,0.2575,0.7662,0.5093,460026
2021,584,123.0136368,0.087328767,0.215753424,0.3514,0.7489,0.5091,443558
2016,327,106.1125273,0.076452599,0.247706422,0.373,0.7114,0.509,571431
2021,315,100.0268919,0.095238095,0.212698412,0.3512,0.7137,0.509,662139
2016,464,89.78233255,0.068965517,0.183189655,0.3431,0.7279,0.5089,446308
2021,375,93.78781368,0.050666666,0.208,0.3682,0.688,0.5089,543228
2017,586,116.4399439,0.056313993,0.237201365,0.3487,0.7207,0.5088,641820
2021,206,70.30143079,0.08737864,0.22330097,0.3648,0.7147,0.5088,519058
2021,541,107.4490823,0.059149722,0.188539741,0.3728,0.6953,0.5087,666971
2018,443,80.78279334,0.072234762,0.169300225,0.3304,0.7438,0.5085,467827
2017,203,73.69018461,0.049261083,0.275862068,0.3493,0.7177,0.5084,489138
2018,560,123.5896069,0.066071428,0.258928571,0.3848,0.7044,0.5083,543068
2016,366,90.66512615,0.043715846,0.101092896,0.3244,0.7547,0.5081,425766
2018,318,83.74188422,0.08490566,0.251572327,0.3333,0.7219,0.508,547170
2019,550,92.43124574,0.065454545,0.12,0.3307,0.7424,0.508,502210
2018,203,66.80849611,0.039408866,0.231527093,0.351,0.6943,0.5078,641583
2021,595,97.9754536,0.08907563,0.233613445,0.3347,0.7616,0.5077,596115
2019,280,106.2675649,0.071428571,0.235714285,0.3772,0.7179,0.5076,519390
2018,351,110.6642175,0.056980056,0.113960113,0.3396,0.7067,0.5075,502517
2019,482,98.43830109,0.058091286,0.174273858,0.3108,0.7766,0.5075,640458
2018,506,122.2894342,0.071146245,0.227272727,0.3427,0.7373,0.5074,461314
2016,223,76.41695198,0.067264573,0.228699551,0.3712,0.6649,0.5069,463610
2018,332,78.87791768,0.060240963,0.201807228,0.346,0.7038,0.5069,595375
2019,593,107.3512933,0.069139966,0.207419898,0.3475,0.7314,0.5069,592663
2019,347,48.48798914,0.077809798,0.314121037,0.3761,0.6964,0.5069,595978
2019,531,109.3287122,0.052730696,0.116760828,0.3726,0.6938,0.5069,621028
2016,347,112.1110058,0.063400576,0.216138328,0.3472,0.7309,0.5068,571830
2019,210,81.75897376,0.076190476,0.19047619,0.3795,0.6946,0.5068,607732
2019,469,94.08756852,0.059701492,0.230277185,0.3841,0.6944,0.5068,608577
2017,240,110.4021963,0.075,0.2375,0.3605,0.6858,0.5067,646240
2018,484,61.00683815,0.049586776,0.260330578,0.3935,0.6462,0.5066,664068
2019,343,124.9482546,0.058309037,0.250728862,0.3858,0.699,0.5066,666971
2018,462,114.2978443,0.058441558,0.264069264,0.3581,0.7143,0.5064,545341
2018,428,86.91469083,0.077102803,0.28271028,0.377,0.6901,0.5064,608597
2021,361,84.0558609,0.074792243,0.27700831,0.3372,0.7322,0.5063,596059
2019,228,115.6580008,0.043859649,0.21491228,0.3904,0.6632,0.5061,456781
2018,268,104.1671794,0.070895522,0.354477611,0.3244,0.7408,0.5058,592122
2017,630,104.6348807,0.046031746,0.139682539,0.3429,0.6882,0.5055,593160
2017,227,78.40745905,0.039647577,0.176211453,0.3565,0.6975,0.5054,591741
2016,542,92.11389776,0.070110701,0.210332103,0.3431,0.7298,0.5053,571697
2020,228,122.2067589,0.078947368,0.201754385,0.313,0.7819,0.5052,663656
2016,568,119.9320735,0.066901408,0.181338028,0.3276,0.7337,0.5051,452678
2016,443,116.9713436,0.06772009,0.142212189,0.3575,0.7047,0.505,500208
2017,359,95.08277297,0.055710306,0.22005571,0.3333,0.7262,0.5046,444489
2018,385,71.10444565,0.075324675,0.301298701,0.3162,0.7364,0.5046,572191
2019,500,100.2085996,0.068,0.294,0.3368,0.7335,0.5043,664068
2021,453,105.9893863,0.061810154,0.34437086,0.3308,0.7308,0.5041,666915
2017,575,109.0170452,0.062608695,0.290434782,0.3383,0.7071,0.5039,542921
2018,551,108.807765,0.052631578,0.254083484,0.3436,0.7181,0.5039,518618
2019,423,106.0016576,0.082742316,0.205673758,0.3715,0.6965,0.5038,444482
2017,256,99.15219379,0.046875,0.19921875,0.3439,0.7108,0.5037,622666
2018,574,97.90369372,0.088850174,0.214285714,0.3295,0.7519,0.5036,475174
2018,649,170.3844557,0.106317411,0.224961479,0.3316,0.7655,0.5036,502110
2016,431,97.55193813,0.030162412,0.271461716,0.3639,0.6814,0.5035,641313
2017,270,127.2747371,0.092592592,0.203703703,0.3372,0.7214,0.5033,502082
2019,391,99.61226649,0.081841432,0.217391304,0.3536,0.7011,0.5033,518595
2017,529,91.9752382,0.102079395,0.207939508,0.3223,0.7347,0.5032,408234
2017,623,75.53002017,0.065810593,0.152487961,0.315,0.7515,0.5032,596748
2021,464,94.42525388,0.079741379,0.150862068,0.3357,0.733,0.5032,622534
2016,377,62.50304685,0.055702917,0.190981432,0.3562,0.6825,0.5029,500871
2017,234,59.48671243,0.051282051,0.222222222,0.318,0.6936,0.5029,593700
2018,656,128.230887,0.071646341,0.25609756,0.3217,0.7461,0.5029,596115
2021,650,129.1682656,0.07076923,0.163076923,0.3409,0.738,0.5029,664034
2017,252,69.19424757,0.063492063,0.17063492,0.3205,0.7264,0.5028,408236
2021,312,97.75642253,0.073717948,0.243589743,0.3458,0.7273,0.5028,543105
2016,523,123.0183229,0.066921606,0.151051625,0.3024,0.7316,0.5027,467092
2017,391,94.27658376,0.066496163,0.227621483,0.3538,0.6817,0.5027,543510
2021,388,81.23170787,0.074742268,0.257731958,0.32,0.7508,0.5026,571466
2018,337,107.6122885,0.080118694,0.21661721,0.3512,0.7227,0.5024,571431
2019,499,101.4279108,0.058116232,0.214428857,0.3555,0.7011,0.5023,543068
2016,284,82.90007003,0.133802816,0.204225352,0.2644,0.7874,0.5022,471083
2019,628,90.32544798,0.055732484,0.25955414,0.364,0.7056,0.5021,545341
2021,403,61.87007192,0.049627791,0.166253101,0.3846,0.6739,0.502,596748
2017,366,72.84206519,0.073770491,0.226775956,0.3347,0.7055,0.5019,434658
2018,504,97.64575738,0.073412698,0.224206349,0.3529,0.7397,0.5019,471865
2020,206,96.00457675,0.067961165,0.184466019,0.3231,0.7343,0.5019,606132
2018,573,107.4258132,0.040139616,0.109947643,0.3708,0.6915,0.5016,493329
2016,547,59.23751735,0.060329067,0.13345521,0.3392,0.678,0.5015,588751
2017,613,127.3207445,0.109298531,0.213703099,0.291,0.788,0.5013,608369
2021,662,136.2159899,0.078549848,0.253776435,0.3463,0.7458,0.5013,663586
2021,209,83.09565476,0.0430622,0.263157894,0.3655,0.6879,0.5012,622761
2016,598,94.80954668,0.091973244,0.225752508,0.315,0.7277,0.5011,608365
2021,211,127.6559088,0.113744075,0.322274881,0.2948,0.7898,0.5011,605204
2018,388,79.09875512,0.06185567,0.280927835,0.3555,0.6887,0.501,641531
2020,246,87.71486971,0.06504065,0.345528455,0.3503,0.7214,0.501,669374
2021,264,94.79345506,0.098484848,0.246212121,0.3188,0.7523,0.501,605119
2018,656,84.88644213,0.06859756,0.224085365,0.3678,0.6872,0.5008,520471
2019,333,85.08689641,0.06006006,0.345345345,0.3608,0.7219,0.5008,571431
2021,555,100.9057115,0.063063063,0.313513513,0.3759,0.6791,0.5007,594807
2021,402,83.94253557,0.087064676,0.256218905,0.32,0.7585,0.5006,657557
2021,219,110.8238763,0.08219178,0.242009132,0.3446,0.7478,0.5006,650559
2016,539,84.28419717,0.06864564,0.287569573,0.3036,0.7136,0.5005,425834
2018,564,84.58759872,0.070921985,0.193262411,0.3417,0.7031,0.5005,605113
2018,261,101.1308279,0.072796934,0.237547892,0.3556,0.6881,0.5005,600524
2021,251,87.19912792,0.043824701,0.274900398,0.3363,0.7266,0.5005,644374
2018,309,51.65096247,0.077669902,0.242718446,0.3503,0.6925,0.5004,572008
2019,667,92.21300922,0.059970014,0.244377811,0.3585,0.7283,0.5002,543333
2018,367,79.06480655,0.068119891,0.247956403,0.3379,0.7304,0.5,595281
2021,375,116.9624279,0.085333333,0.408,0.332,0.7708,0.5,621550
2021,217,77.55249059,0.069124423,0.202764976,0.3288,0.7127,0.5,624512
2021,331,73.81488315,0.063444108,0.181268882,0.3644,0.6962,0.5,602074
2021,412,78.27813688,0.077669902,0.279126213,0.3565,0.7174,0.4997,543510
2021,285,57.29327498,0.052631578,0.203508771,0.3189,0.7558,0.4996,641680
2019,504,114.8244982,0.059523809,0.265873015,0.3673,0.7157,0.4995,650391
2021,251,110.8919783,0.079681274,0.310756972,0.356,0.709,0.4995,660821
2018,533,78.94863504,0.082551594,0.228893058,0.3646,0.6867,0.4993,621020
2019,521,101.5191446,0.063339731,0.193857965,0.3521,0.6903,0.4993,543877
2017,473,110.6544156,0.048625792,0.196617336,0.3415,0.7137,0.4992,516770
2017,534,95.38259166,0.065543071,0.207865168,0.3475,0.6783,0.499,570560
2017,385,84.75349624,0.075324675,0.236363636,0.3223,0.6987,0.499,608365
2019,409,126.0549834,0.092909535,0.249388753,0.3745,0.7116,0.499,575929
2018,353,101.4883884,0.084985835,0.218130311,0.2963,0.7562,0.4989,547982
2020,247,97.2848364,0.076923076,0.178137651,0.3373,0.7071,0.4989,453568
2020,243,104.9995501,0.065843621,0.1563786,0.3415,0.7399,0.4989,596748
2019,463,93.5766405,0.066954643,0.211663066,0.3588,0.6916,0.4986,503556
2017,534,84.6786776,0.104868913,0.222846441,0.3421,0.7227,0.4985,471865
2021,720,89.30032086,0.055555555,0.143055555,0.3256,0.7322,0.4985,593160
2018,673,132.8038599,0.108469539,0.18127786,0.3318,0.733,0.4983,571448
2018,427,68.6421622,0.086651053,0.274004683,0.3417,0.7133,0.4982,594807
2021,529,91.40865478,0.041587901,0.183364839,0.3884,0.6571,0.4982,571657
2017,411,80.97457924,0.06569343,0.145985401,0.3439,0.7045,0.4981,570256
2017,677,96.52764502,0.067946824,0.161004431,0.3493,0.694,0.498,446334
2018,465,101.9011488,0.083870967,0.176344086,0.292,0.7424,0.498,592567
2021,537,142.6663868,0.0707635,0.312849162,0.3208,0.7509,0.4976,641933
2016,459,64.91778772,0.067538126,0.152505446,0.3849,0.6592,0.4975,430947
2016,608,103.8086961,0.06743421,0.269736842,0.3408,0.697,0.4975,594807
2019,584,112.9438593,0.090753424,0.167808219,0.3395,0.7415,0.4975,519058
2019,240,67.18316342,0.054166666,0.283333333,0.3552,0.6863,0.4975,493596
2021,473,65.50913425,0.071881606,0.21987315,0.3549,0.6958,0.4975,605113
2016,468,94.06196512,0.066239316,0.339743589,0.3059,0.7183,0.4973,519306
2016,696,130.6368064,0.068965517,0.172413793,0.3226,0.7229,0.4972,592518
2017,617,118.0393605,0.092382495,0.22528363,0.3131,0.7333,0.4971,457803
2019,634,126.672815,0.063091482,0.164037854,0.3333,0.7076,0.497,453568
2021,344,105.4017109,0.072674418,0.168604651,0.3454,0.7127,0.497,456781
2019,612,130.6810544,0.060457516,0.10620915,0.3541,0.6928,0.4969,493329
2019,242,87.01450823,0.057851239,0.247933884,0.3414,0.7247,0.4969,656514
2020,200,112.0252356,0.095,0.26,0.3875,0.6846,0.4969,592567
2021,505,103.0845179,0.091089108,0.261386138,0.3215,0.7448,0.4969,542340
2018,464,88.6177836,0.040948275,0.101293103,0.3968,0.6186,0.4968,578428
2016,345,121.4444777,0.055072463,0.159420289,0.3047,0.7138,0.4967,446386
2017,259,117.2079316,0.077220077,0.347490347,0.3404,0.7077,0.4967,545350
2021,492,93.4570863,0.058943089,0.156504065,0.3631,0.6797,0.4966,546318
2019,358,79.76474898,0.106145251,0.234636871,0.3659,0.6857,0.4965,543228
2019,476,107.5573195,0.06302521,0.287815126,0.3529,0.6885,0.4964,543510
2017,679,143.3063195,0.094256259,0.212076583,0.3313,0.7311,0.4963,542303
2017,533,84.4317462,0.061913696,0.242026266,0.3601,0.6735,0.4961,571830
2018,358,107.1137227,0.067039106,0.243016759,0.3717,0.6909,0.4961,444432
2020,210,73.75533705,0.08095238,0.185714285,0.3819,0.684,0.4961,514888
2017,603,79.2993543,0.069651741,0.247097844,0.3445,0.7079,0.4959,444432
2018,636,92.96418271,0.069182389,0.240566037,0.3441,0.7044,0.4958,641820
2016,214,65.18286702,0.051401869,0.126168224,0.3701,0.6432,0.4957,500743
2017,608,98.14016398,0.070723684,0.217105263,0.3566,0.7014,0.4957,434778
2019,414,105.6232162,0.08937198,0.277777777,0.2978,0.7487,0.4956,621035
2021,327,69.89970789,0.036697247,0.232415902,0.3855,0.6404,0.4956,501571
2018,451,83.46956418,0.059866962,0.250554323,0.3198,0.7168,0.4955,491676
2018,523,106.1305454,0.078393881,0.311663479,0.3223,0.7431,0.4955,606192
2019,301,74.32232263,0.063122923,0.196013289,0.3437,0.7206,0.4954,467827
2019,402,55.56897727,0.044776119,0.126865671,0.3158,0.695,0.4954,670032
2016,679,153.0800089,0.110456553,0.170839469,0.3287,0.7286,0.4953,408234
2018,334,80.16302309,0.050898203,0.21257485,0.3975,0.6271,0.4953,541650
2019,539,88.95959758,0.103896103,0.296846011,0.2922,0.7672,0.4953,641857
2021,670,98.47851189,0.088059701,0.240298507,0.3296,0.7308,0.4953,572122
2021,537,108.5672027,0.089385474,0.240223463,0.3314,0.7229,0.4952,592663
2016,222,70.25619855,0.081081081,0.36036036,0.3667,0.6772,0.4951,542455
2019,549,96.98757556,0.087431693,0.196721311,0.3677,0.6877,0.4951,408234
2019,693,115.4075689,0.051948051,0.219336219,0.3728,0.6714,0.4951,547989
2016,672,116.5814168,0.09970238,0.175595238,0.3072,0.7477,0.495,594777
2017,435,125.7761066,0.089655172,0.367816091,0.3011,0.7231,0.495,572287
2019,248,82.57753907,0.056451612,0.314516129,0.3443,0.6912,0.4948,641553
2017,339,90.64267337,0.05899705,0.185840707,0.3295,0.6806,0.4947,516782
2018,524,114.8006095,0.097328244,0.20610687,0.36,0.6966,0.4947,622666
2019,599,98.55222183,0.073455759,0.238731218,0.3747,0.6765,0.4947,600524
2018,544,100.7487025,0.09742647,0.22242647,0.3445,0.7015,0.4946,575929
2018,265,92.29498011,0.064150943,0.252830188,0.3702,0.6659,0.4945,519222
2019,657,138.5617812,0.109589041,0.210045662,0.3179,0.7568,0.4945,502110
2021,599,107.9360409,0.080133555,0.207011686,0.3376,0.7198,0.4942,500871
2021,308,125.8851562,0.077922077,0.12012987,0.3247,0.7411,0.4941,677551
2017,362,59.45562769,0.049723756,0.17679558,0.362,0.6447,0.494,446381
2021,526,92.15911626,0.076045627,0.2243346,0.3325,0.7057,0.4939,408234
2016,667,125.157039,0.076461769,0.254872563,0.3378,0.6991,0.4937,444432
2017,266,81.74393601,0.037593984,0.270676691,0.3407,0.6667,0.4937,543376
2018,492,101.0445942,0.085365853,0.268292682,0.3351,0.7167,0.4934,592348
2019,625,90.86772053,0.0832,0.1808,0.3104,0.7338,0.4934,605113
2019,596,121.8683121,0.10067114,0.166107382,0.3065,0.7581,0.4933,596146
2018,654,136.3095651,0.090214067,0.267584097,0.2777,0.7841,0.4932,501981
2017,645,114.53311,0.08372093,0.155038759,0.3035,0.7099,0.493,456715
2021,637,131.0224068,0.094191522,0.199372056,0.3501,0.7135,0.493,624413
2016,432,111.2802543,0.046296296,0.201388888,0.3628,0.6395,0.4928,581527
2017,413,113.5884559,0.094430992,0.312348668,0.3151,0.7462,0.4926,664023
2021,644,123.6797749,0.069875776,0.183229813,0.3338,0.7098,0.4926,593871
2018,405,82.85171072,0.059259259,0.37037037,0.3343,0.7055,0.4924,572287
2018,448,102.4083813,0.071428571,0.247767857,0.3365,0.6878,0.4924,608384
2021,271,106.8826448,0.073800738,0.217712177,0.3518,0.7229,0.4924,621438
2016,510,95.20778006,0.062745098,0.188235294,0.3169,0.6954,0.4923,596144
2019,676,91.02252995,0.041420118,0.164201183,0.3449,0.6944,0.4922,516770
2017,566,111.4663641,0.060070671,0.146643109,0.3377,0.6612,0.492,516416
2021,646,142.5078663,0.063467492,0.170278637,0.3069,0.736,0.492,607208
2017,325,105.0285042,0.055384615,0.153846153,0.3516,0.6799,0.4919,594828
2018,361,88.32968674,0.113573407,0.207756232,0.3065,0.7639,0.4919,457803
2016,576,88.93609169,0.076388888,0.258680555,0.3287,0.6881,0.4917,547982
2018,508,73.07988042,0.062992125,0.096456692,0.3382,0.6978,0.4916,400121
2016,640,127.1993111,0.075,0.103125,0.364,0.6603,0.4915,134181
2017,432,103.937916,0.067129629,0.317129629,0.3016,0.7098,0.4914,572191
2019,337,110.2615502,0.068249258,0.157270029,0.3329,0.7087,0.4914,641432
2019,425,119.6825941,0.077647058,0.258823529,0.3278,0.7406,0.4914,660271
2018,683,96.34692103,0.042459736,0.109809663,0.3524,0.6755,0.4913,606299
2019,735,109.9399089,0.061224489,0.171428571,0.3409,0.6914,0.4913,593160
2016,717,151.9412207,0.083682008,0.097629009,0.3274,0.7124,0.4912,514888
2016,215,98.09079755,0.065116279,0.311627906,0.3355,0.6842,0.4912,542921
2018,552,76.85404258,0.096014492,0.240942028,0.2818,0.7612,0.4912,594777
2017,252,50.43390099,0.063492063,0.226190476,0.3482,0.6763,0.4911,519222
2018,660,89.52450998,0.074242424,0.13030303,0.3098,0.7096,0.4911,542255
2016,601,111.1023403,0.078202995,0.247920133,0.3236,0.7157,0.491,543543
2019,714,106.9264238,0.085434173,0.246498599,0.3077,0.7509,0.491,542340
2019,295,79.84616094,0.108474576,0.294915254,0.3435,0.7032,0.491,608597
2020,265,104.9498912,0.045283018,0.124528301,0.3235,0.7225,0.491,593160
2020,229,119.6620664,0.096069868,0.288209606,0.3253,0.7457,0.491,605119
2021,249,69.54345351,0.100401606,0.248995983,0.3294,0.7143,0.491,666198
2016,243,55.54708571,0.057613168,0.275720164,0.3238,0.6815,0.4907,121347
2021,225,46.10258187,0.066666666,0.222222222,0.3599,0.6447,0.4907,642423
2016,646,116.1881819,0.072755417,0.106811145,0.3479,0.6864,0.4905,466320
2017,465,61.17871341,0.08172043,0.202150537,0.2944,0.7258,0.4904,446308
2018,309,108.9801982,0.058252427,0.330097087,0.3591,0.6581,0.4904,595909
2018,553,114.2287449,0.066907775,0.19710669,0.3723,0.6594,0.4903,547989
2017,471,72.45021626,0.031847133,0.252653927,0.3436,0.6559,0.4902,455117
2021,585,126.009016,0.082051282,0.259829059,0.344,0.6943,0.4902,665120
2017,492,155.0924695,0.138211382,0.201219512,0.3014,0.7437,0.4901,547180
2021,233,98.24123988,0.068669527,0.26609442,0.2961,0.7399,0.4901,640461
2018,326,89.83385551,0.064417177,0.276073619,0.3632,0.663,0.49,595978
2019,230,92.22508386,0.113043478,0.178260869,0.3129,0.6998,0.49,542255
2020,209,115.217432,0.071770334,0.258373205,0.3508,0.6785,0.49,594807
2021,289,98.81105113,0.076124567,0.204152249,0.3333,0.7303,0.49,628450
2021,359,96.07644468,0.100278551,0.242339832,0.344,0.7164,0.4899,592567
2018,592,110.5804104,0.069256756,0.201013513,0.3233,0.7176,0.4897,452678
2019,409,91.33694071,0.070904645,0.283618581,0.3934,0.649,0.4897,642133
2016,584,82.22569764,0.04109589,0.154109589,0.3712,0.6229,0.4894,607680
2018,449,108.7675313,0.066815144,0.340757238,0.3464,0.6993,0.4894,594953
2019,201,83.86360667,0.044776119,0.243781094,0.3002,0.7356,0.4894,664034
2021,202,51.19799246,0.044554455,0.267326732,0.3626,0.6625,0.4893,680911
2017,690,101.5597747,0.072463768,0.166666666,0.3268,0.7116,0.4892,592518
2019,453,136.8995035,0.083885209,0.214128035,0.2769,0.7494,0.4892,605204
2019,414,87.32427309,0.072463768,0.243961352,0.313,0.7367,0.4892,669222
2018,269,42.29612658,0.048327137,0.152416356,0.3469,0.6689,0.4891,543877
2017,321,132.0548649,0.080996884,0.190031152,0.3562,0.6691,0.489,493316
2021,588,101.6212512,0.052721088,0.204081632,0.3702,0.6496,0.4889,642708
2021,417,75.66999039,0.074340527,0.26618705,0.309,0.7478,0.4889,664761
2018,544,118.4512064,0.086397058,0.180147058,0.2958,0.7262,0.4888,605480
2019,617,91.92813018,0.056726094,0.226904376,0.3187,0.7141,0.4888,645302
2019,306,99.92856086,0.091503267,0.241830065,0.3162,0.7324,0.4887,518618
2016,503,83.34444319,0.069582504,0.234592445,0.3412,0.7135,0.4885,519048
2016,685,122.5941379,0.061313868,0.210218978,0.3367,0.6723,0.4884,446334
2016,699,148.3357508,0.107296137,0.220314735,0.308,0.7417,0.4884,592178
2021,543,80.31103446,0.079189686,0.283609576,0.3408,0.7138,0.4884,641531
2017,497,122.6729503,0.060362173,0.229376257,0.3206,0.6862,0.4883,571697
2016,667,102.2120096,0.085457271,0.197901049,0.3389,0.7045,0.4882,543333
2016,696,126.2951143,0.097701149,0.147988505,0.3415,0.6861,0.4882,571448
2018,254,97.6139411,0.086614173,0.322834645,0.3257,0.7178,0.4882,543543
2019,335,112.1937039,0.101492537,0.220895522,0.2985,0.7518,0.4881,519048
2019,416,80.2051024,0.081730769,0.247596153,0.3522,0.6889,0.4881,621514
2021,555,119.5719253,0.102702702,0.281081081,0.3155,0.7357,0.4881,642715
2021,347,79.49131141,0.09221902,0.233429394,0.2949,0.7697,0.4881,628338
2016,506,62.56510593,0.041501976,0.124505928,0.3477,0.6582,0.488,493351
2020,230,75.81925554,0.052173913,0.117391304,0.3784,0.6591,0.488,493329
2016,438,111.7699706,0.084474885,0.219178082,0.3117,0.7073,0.4879,576397
2021,247,74.82540522,0.048582995,0.178137651,0.3346,0.6997,0.4879,435559
2021,596,93.49582115,0.098993288,0.246644295,0.2906,0.744,0.4879,641857
2021,646,139.8216393,0.116099071,0.184210526,0.2843,0.7821,0.4878,668804
2018,586,86.28923342,0.056313993,0.16211604,0.3567,0.651,0.4876,445055
2021,526,131.9717026,0.081749049,0.188212927,0.3417,0.7123,0.4876,516782
2018,709,140.7811337,0.098730606,0.146685472,0.3221,0.7347,0.4875,592518
2019,664,100.771635,0.093373493,0.22439759,0.3108,0.7135,0.4874,657557
2018,428,75.98237384,0.06542056,0.154205607,0.3542,0.6629,0.4871,462101
2019,603,111.0535566,0.111111111,0.257048092,0.2821,0.7797,0.4871,572233
2019,256,67.17892299,0.04296875,0.20703125,0.3297,0.6929,0.4871,656185
2021,541,73.21921106,0.057301293,0.149722735,0.3456,0.6754,0.4871,462101
2016,335,113.7100949,0.068656716,0.143283582,0.2965,0.7229,0.487,527038
2021,586,124.3298377,0.105802047,0.230375426,0.3035,0.7684,0.487,592178
2021,205,104.7377745,0.082926829,0.214634146,0.2838,0.7458,0.487,643376
2016,633,110.8687539,0.086887835,0.184834123,0.3215,0.7331,0.4869,408236
2016,306,87.82786781,0.071895424,0.156862745,0.3124,0.6631,0.4868,446381
2018,457,126.0808658,0.105032822,0.234135667,0.2995,0.7363,0.4868,592178
2019,330,74.05126157,0.057575757,0.203030303,0.3138,0.7281,0.4868,596144
2016,345,75.10197839,0.052173913,0.159420289,0.3429,0.6431,0.4866,543829
2017,486,92.43762878,0.069958847,0.263374485,0.3251,0.6751,0.4866,605486
2019,481,126.6191529,0.056133056,0.255717255,0.3315,0.675,0.4862,657656
2016,601,77.70747815,0.089850249,0.28951747,0.3321,0.6961,0.4861,457787
2018,456,106.7534559,0.10745614,0.234649122,0.2765,0.7623,0.4859,474832
2017,483,125.361935,0.111801242,0.358178053,0.2907,0.7497,0.4858,593934
2016,567,107.2542545,0.070546737,0.118165784,0.2734,0.7297,0.4857,488862
2018,528,78.84561652,0.045454545,0.130681818,0.3521,0.6514,0.4857,500743
