season,name,team,pa,ops,woba,xwoba,wrc_plus,bb_rate,bb_rate_plus,k_rate,k_rate_plus,o_swing_rate,z_swing_rate,swing_rate,NameASCII,PlayerId,MLBAMID
2020,Aaron Whitefield,MIN,1,0,0,,-100,0,0,0,0,,1,1,Aaron Whitefield,19938,664334
2023,Chandler Seagle,SDP,1,0,0,,-100,0,0,0,0,,1,1,Chandler Seagle,23552,676882
2019,Johnny Davis,TBR,4,1,0.382254988,,145.668748,0,0,0.5,218.6786606,0.7778,1,0.8462,Johnny Davis,15830,643275
2022,Rob Brantly,NYY,3,0.999999999,0.420493325,,181.8901493,0,0,0,0,0.75,0.8,0.7778,Rob Brantly,10655,542963
2023,Braden Shewmake,ATL,4,0,0,,-100,0,0,0.25,112.0202145,0.6667,0.8333,0.7778,Braden Shewmake,25817,669699
2019,Yasmany Tomás,ARI,6,0,0,,-100,0,0,0.5,228.7450122,0.6875,0.8889,0.76,Yasmany Tomas,17171,630111
2020,Eduardo Núñez,NYM,2,1,0.44126299,,185.0156976,0,0,0,0,1,0.6667,0.75,Eduardo Nunez,6848,456488
2023,Charlie Culberson,ATL,1,2,0.882535994,,475.3579919,0,0,0,0,0.75,,0.75,Charlie Culberson,3298,518586
2018,AJ Reed,HOU,3,0,0,,-100,0,0,0.333333333,152.9620283,1,0.6,0.7143,AJ Reed,16246,607223
2023,Tristan Gray,TBR,5,1.4,0.577327216,,285.7808992,0,0,0,0,0.5,1,0.7143,Tristan Gray,19877,656484
2023,Tres Barrera,STL,2,0,0,,-100,0,0,0,0,0.6667,0.75,0.7143,Tres Barrera,19977,668663
2017,David Washington,BAL,6,0,0,,-100,0,0,0.833333333,391.3446965,0.6667,0.8333,0.7083,David Washington,12110,572241
2020,Willians Astudillo,MIN,16,0.75,0.311392002,,97.52110747,0,0,0.125,52.61629158,0.5769,0.9333,0.7073,Willians Astudillo,15608,553902
2019,Wilkin Castillo,MIA,7,0.428571427,0.173808575,,4.05671022,0,0,0.428571428,196.0671531,0.625,0.7778,0.7059,Wilkin Castillo,5124,446868
2018,Taylor Davis,CHC,6,0.733333333,0.293177009,,82.2715291,0,0,0.166666666,77.24632542,0.4286,0.8462,0.7,Taylor Davis,12782,543089
2020,Travis Blankenhorn,MIN,4,1.166666666,0.49163577,,220.9644806,0,0,0,0,0.5714,0.8333,0.6923,Travis Blankenhorn,18395,663905
2022,Travis Blankenhorn,NYM,3,0,0,,-100,0,0,0.333333333,147.4019703,0.3333,0.8,0.6923,Travis Blankenhorn,18395,663905
2020,Yairo Muñoz,BOS,45,0.844444444,0.358052313,,122.4159742,0,0,0.244444444,102.8940811,0.6289,0.8,0.6908,Yairo Munoz,16313,622168
2019,Deivy Grullón,PHI,9,0.333333333,0.135184447,,-26.65948613,0,0,0.222222222,101.6644498,0.4615,0.875,0.6897,Deivy Grullon,15988,620453
2021,Braden Bishop,SEA,5,0.5,0.219763756,,39.09755835,0,0,0.4,174.8458095,0.5,1,0.6875,Braden Bishop,17806,623323
2020,Yadiel Rivera,TEX,5,0,0,,-100,0,0,0.2,84.18606652,0.5833,0.8571,0.6842,Yadiel Rivera,11863,592680
2016,Arismendy Alcántara,OAK,19,0.473684209,0.204072742,,22.08345108,0,0,0.421052631,203.8166642,0.5938,0.7647,0.6818,Arismendy Alcantara,10711,570489
2021,Alejo Lopez,CIN,23,0.52173913,0.229318702,,35.04487651,0,0,0.217391304,97.47571009,0.4545,0.8684,0.6761,Alejo Lopez,21127,664670
2018,Andrew Toles,LAD,32,0.58125,0.244571778,,53.18180734,0.0625,69.64207498,0.25,115.8694886,0.5091,0.8696,0.6733,Andrew Toles,13414,592808
2018,Mike Freeman,CHC,1,0,0,,-100,0,0,0,0,0,1,0.6667,Mike Freeman,11241,502273
2019,Rob Brantly,PHI,1,0,0,,-100,0,0,1,457.4900245,1,0,0.6667,Rob Brantly,10655,542963
2019,Mitch Walding,PHI,2,0,0,,-100,0,0,1,457.4900245,0.4,1,0.6667,Mitch Walding,13006,605520
2020,Scott Schebler,ATL,1,0,0,,-100,0,0,0,0,0.5,1,0.6667,Scott Schebler,12225,594988
2021,Ali Sánchez,STL,4,1.5,0.620824993,,296.6892658,0,0,0,0,0.5,0.7143,0.6667,Ali Sanchez,18551,645305
2022,Khalil Lee,NYM,2,2.5,1.036000013,,599.787793,0,0,0,0,0,1,0.6667,Khalil Lee,19952,666137
2021,John Hicks,TEX,31,0.93548387,0.384028877,,143.5906357,0,0,0.258064516,112.803748,0.4576,0.8413,0.6557,John Hicks,12547,543308
2023,Alexander Canario,CHC,17,0.94117647,0.387164824,,145.645678,0,0,0.470588235,210.8615801,0.4412,0.9259,0.6557,Alexander Canario,22842,672744
2022,Willians Astudillo,MIA,55,0.55084175,0.243035562,,52.56629734,0.018181818,21.75996016,0.054545454,24.1203222,0.5474,0.8364,0.6533,Willians Astudillo,15608,553902
2021,Tomás Nido,NYM,161,0.58766695,0.254405186,,60.69564162,0.0310559,33.81003027,0.273291925,122.5408927,0.5335,0.8579,0.6532,Tomas Nido,13755,621512
2018,Efren Navarro,CHC,6,0.333333332,0.146588504,,-15.67430573,0,0,0.666666666,308.9853026,0.5833,0.7273,0.6522,Efren Navarro,9854,519068
2022,Alex Jackson,MIL,12,0.5,0.220962748,,37.6963445,0,0,0.583333333,257.9534482,0.5385,0.8571,0.65,Alex Jackson,17276,656577
2021,Scott Schebler,LAA,34,0.38235294,0.161266471,,-6.462719231,0,0,0.5,218.5572619,0.5,0.8148,0.6491,Scott Schebler,12225,594988
2023,Hanser Alberto,CHW,90,0.651607538,0.279159968,,73.53787746,0.044444444,53.08377393,0.144444444,62.42763714,0.5195,0.8151,0.6484,Hanser Alberto,11902,593643
2018,Miguel Gómez,SFG,15,0.533333332,0.234541607,,45.28988163,0,0,0.333333333,154.4926513,0.5833,0.7778,0.6481,Miguel Gomez,17075,622497
2022,Yainer Diaz,HOU,9,0.472222222,0.216691554,,36.80255899,0.111111111,139.5803316,0.222222222,100.0194557,0.5652,0.875,0.6452,Yainer Diaz,23003,673237
2021,Brian Miller,MIA,11,0.545454544,0.239742279,,46.32496431,0,0,0.272727272,122.2877089,0.5217,0.7727,0.6444,Brian Miller,20047,675649
2016,Hanser Alberto,TEX,58,0.303571427,0.131985682,,-37.25212458,0,0,0.293103448,141.8809969,0.602,0.6962,0.6441,Hanser Alberto,11902,593643
2020,Byron Buxton,MIN,135,0.843589742,0.344976793,,120.5222906,0.014814814,16.37003217,0.266666666,112.2480884,0.5123,0.804,0.6433,Byron Buxton,14161,621439
2016,Zach Walters,LAD,5,0,0,,-100,0,0,0.4,194.9669268,0.375,1,0.6429,Zach Walters,10622,595025
2018,Alfredo González,CHW,9,0.222222222,0.09772567,,-49.01535438,0,0,0.444444444,203.949371,0.4667,0.8462,0.6429,Alfredo Gonzalez,14267,554054
2023,Trey Cabbage,LAA,56,0.552897573,0.237588179,,43.80478718,0.035714285,42.65660363,0.464285714,200.6602627,0.5259,0.8375,0.6419,Trey Cabbage,21078,663550
2018,Tomás Nido,NYM,90,0.438095238,0.192511891,,19.24392039,0.044444444,49.52325282,0.3,139.0433863,0.4889,0.8406,0.6415,Tomas Nido,13755,621512
2016,Tony Cruz,KCR,5,0,0,,-100,0,0,0.6,290.4387469,0.4667,0.9,0.64,Tony Cruz,2802,488810
2018,Gabriel Guerrero,CIN,18,0.499999999,0.210549553,,23.82558439,0,0,0.444444444,205.9902017,0.475,0.8438,0.6389,Gabriel Guerrero,14528,602115
2021,Jack López,BOS,16,0.521978021,0.226786929,,33.66753374,0.0625,73.7424842,0.375,163.9179464,0.5758,0.7857,0.6383,Jack Lopez,13663,605346
2017,Grant Green,WSN,3,0,0,,-100,0,0,0.666666666,317.4195146,0.6,0.6667,0.6364,Grant Green,10053,502205
2018,Edmundo Sosa,STL,3,0.333333333,0.229843338,,42.36441865,0.333333333,371.4243995,0.333333333,154.4926513,0.4286,1,0.6364,Edmundo Sosa,17022,624641
2022,Jordan Diaz,OAK,51,0.620648259,0.274518389,,81.41012276,0.039215686,49.26364616,0.137254901,61.77672224,0.3951,0.8765,0.6358,Jordan Diaz,22650,672478
2016,Julio Borbon,BAL,15,0.615384614,0.270293548,,64.77987985,0,0,0.2,96.81291565,0.4286,0.85,0.6341,Julio Borbon,3209,474865
2021,Yohel Pozo,TEX,77,0.690066689,0.300170798,,86.92158668,0.038961038,45.96933967,0.129870129,56.76811958,0.5038,0.8081,0.6336,Yohel Pozo,18848,650968
2016,Erik González,CLE,17,0.665441176,0.298993069,,80.98275717,0.058823529,73.34695774,0.470588235,227.7950955,0.4667,0.8,0.6333,Erik Gonzalez,13369,570481
2022,Will Brennan,CLE,45,0.9,0.385227022,,157.0381763,0.044444444,55.83213215,0.088888888,40.0077819,0.5233,0.7813,0.6333,Will Brennan,25660,686823
2020,Jake Noll,WSN,17,0.764705881,0.33239588,,105.736376,0,0,0.235294117,101.8289494,0.5676,0.7097,0.6324,Jake Noll,19703,669738
2022,Cody Thomas,OAK,32,0.579166666,0.264009248,,73.99088273,0.0625,78.51393662,0.375,168.7828316,0.4265,0.8772,0.632,Cody Thomas,19828,642137
2021,Hanser Alberto,KCR,255,0.693326279,0.29628198,,82.57596655,0.015686274,18.507917,0.101960784,44.56853954,0.4868,0.8397,0.6319,Hanser Alberto,11902,593643
2016,Dariel Álvarez,BAL,4,1.166666666,0.483158007,,211.0753065,0.25,311.7245726,0,0,0.4545,0.875,0.6316,Dariel Alvarez,15580,645848
2019,James Adduci,CHC,5,0,0,,-100,0,0,0.6,274.4940147,0.5,0.7778,0.6316,James Adduci,6448,451192
2023,Tyler Cropley,KCR,7,0.309523808,0.126076571,,-35.74945702,0,0,0.285714285,123.4832384,0.3889,0.85,0.6316,Tyler Cropley,24485,680418
2017,Joey Wendle,OAK,14,0.972527472,0.381953689,,143.9546297,0.071428571,84.8070555,0.214285714,100.6314933,0.45,0.7692,0.6304,Joey Wendle,13853,621563
2018,Juan Graterol,- - -,9,0.583333333,0.272065785,,67.9193333,0.111111111,133.8459134,0,0,0.3846,0.8571,0.6296,Juan Graterol,5398,492802
2021,Jon Jay,LAA,14,0.714285714,0.313948223,,96.71552863,0,0,0.142857142,62.44493159,0.5152,0.8095,0.6296,Jon Jay,5227,445055
2022,Israel Pineda,WSN,14,0.219780218,0.112328214,,-36.74376931,0.071428571,85.4855581,0.5,221.1029557,0.5294,0.6923,0.6279,Israel Pineda,22906,672832
2019,Seby Zavala,CHW,12,0.166666666,0.072467248,,-68.34210176,0,0,0.75,328.0179909,0.5,0.76,0.6275,Seby Zavala,18887,664874
2022,Luis Campusano,SDP,50,0.593333333,0.257214679,,67.93368254,0.02,23.93595641,0.22,97.28530052,0.54,0.7705,0.6273,Luis Campusano,22217,669134
2022,Jorge Alfaro,SDP,274,0.667484032,0.291034663,,91.05899398,0.040145985,48.04662735,0.357664233,158.1612381,0.4917,0.8272,0.6269,Jorge Alfaro,12180,595751
2017,Alberto Rosario,STL,3,0,0,,-100,0,0,0.333333333,158.7097573,0.5,0.75,0.625,Alberto Rosario,7125,451705
2017,Taylor Davis,CHC,13,0.538461537,0.229654459,,35.29554847,0,0,0.307692307,146.5013143,0.4118,0.8667,0.625,Taylor Davis,12782,543089
2019,Drew Robinson,STL,7,0.285714284,0.124229567,,-28.55850166,0,0,0.428571428,196.0671531,0.25,0.8125,0.625,Drew Robinson,11761,592685
2020,Garrett Stubbs,HOU,10,0.236111111,0.098058442,,-49.40754573,0,0,0,0,0.3,0.8571,0.625,Garrett Stubbs,18067,596117
2021,Sean Kazmar Jr.,ATL,2,0,0,,-100,0,0,0,0,0.5,0.75,0.625,Sean Kazmar Jr.,7349,453527
2016,Peter O'Brien,ARI,67,0.569729477,0.225258372,,28.51996389,0.044776119,51.81659643,0.402985074,196.4219036,0.4577,0.86,0.624,Peter O'Brien,13288,598284
2021,Willians Astudillo,MIN,216,0.634259259,0.272359213,,71.73410516,0.013888888,16.38721766,0.055555555,24.28413996,0.4795,0.8347,0.6232,Willians Astudillo,15608,553902
2022,Mark Contreras,MIN,61,0.440644431,0.189147378,,17.79592707,0.016393442,20.59381866,0.344262295,154.9481732,0.4348,0.8286,0.6227,Mark Contreras,20122,676628
2017,Francisco Mejía,CLE,14,0.368131867,0.134872152,,-32.58502752,0.071428571,84.8070555,0.214285714,100.6314933,0.5294,0.9091,0.6222,Francisco Mejia,16403,642336
2016,Pablo Sandoval,BOS,7,0.142857142,0.09865886,,-57.33816275,0.142857142,178.1283261,0.571428571,276.6083302,0.4545,0.8667,0.6216,Pablo Sandoval,5409,467055
2018,Hanser Alberto,TEX,30,0.500638569,0.224558382,,27.27702422,0.066666666,80.30754725,0.133333333,61.18481121,0.4545,0.8125,0.6214,Hanser Alberto,11902,593643
2016,Renato Núñez,OAK,15,0.266666666,0.117127204,,-37.67163726,0,0,0.2,96.81291565,0.561,0.72,0.6212,Renato Nunez,14503,600524
2022,Christian Bethancourt,- - -,333,0.691937561,0.300911944,,100.0139539,0.036036036,45.26929608,0.24024024,108.1291412,0.4743,0.8237,0.6212,Christian Bethancourt,10028,542194
2016,Óscar Hernández,ARI,11,0.636363635,0.263019459,,53.81985921,0,0,0,0,0.4815,0.8667,0.619,Oscar Hernandez,13490,591712
2021,JT Riddle,MIN,6,0.666666666,0.293018341,,85.69499198,0,0,0,0,0.1667,0.8,0.619,JT Riddle,17642,595375
2017,Jorge Alfaro,PHI,114,0.873667813,0.369312572,,126.3744976,0.026315789,29.24863855,0.289473684,137.8268945,0.4622,0.8313,0.6189,Jorge Alfaro,12180,595751
2021,Cal Raleigh,SEA,148,0.532325489,0.230718894,,46.50074812,0.047297297,55.80512283,0.351351351,153.5807785,0.4671,0.8112,0.618,Cal Raleigh,21534,663728
2019,John Hicks,DET,333,0.619550584,0.259316599,,57.02150813,0.039039039,45.91817818,0.327327327,143.1590029,0.4825,0.7978,0.6173,John Hicks,12547,543308
2020,Hanser Alberto,BAL,231,0.698370918,0.301394708,,87.2276207,0.021645021,23.91725539,0.129870129,54.6662766,0.5398,0.7305,0.6171,Hanser Alberto,11902,593643
2023,Jorge Alfaro,- - -,52,0.503205127,0.222846694,,23.07352086,0.038461538,45.93788175,0.288461538,128.3373904,0.4955,0.8281,0.6171,Jorge Alfaro,12180,595751
2023,Coco Montes,COL,41,0.559691912,0.247306709,,35.9733622,0.048780487,55.35675945,0.292682926,131.1456166,0.4521,0.7941,0.617,Coco Montes,21547,663796
2017,Anthony Santander,BAL,31,0.624731182,0.260640481,,55.81877444,0,0,0.258064516,121.1906157,0.4531,0.8036,0.6167,Anthony Santander,14551,623993
2023,Tomás Nido,NYM,61,0.277542372,0.128297593,,-24.30059561,0.032786885,37.20700259,0.295081967,132.220581,0.5242,0.7703,0.6162,Tomas Nido,13755,621512
2023,Jordyn Adams,LAA,40,0.253205128,0.110316999,,-44.40935004,0,0,0.4,172.8765342,0.3846,0.8219,0.6159,Jordyn Adams,23788,677941
2021,Luis Robert Jr.,CHW,296,0.945651105,0.39890562,,155.0210088,0.047297297,55.80512283,0.206081081,90.08103357,0.4454,0.8582,0.6147,Luis Robert Jr.,20043,673357
2022,Luis Robert Jr.,CHW,401,0.745517784,0.324228901,,110.8689028,0.042394014,53.25633485,0.19201995,86.42578902,0.483,0.8407,0.6145,Luis Robert Jr.,20043,673357
2019,Kyle Higashioka,NYY,57,0.674812029,0.269830668,,65.05801361,0,0,0.45614035,199.4963216,0.4412,0.8273,0.6138,Kyle Higashioka,5517,543309
2023,Mickey Moniak,LAA,323,0.801678395,0.33908739,,114.1558704,0.027863777,33.28007521,0.349845201,151.2000646,0.4876,0.7941,0.6133,Mickey Moniak,19956,666160
2021,Michael Chavis,- - -,124,0.65475873,0.277377294,,67.75551558,0.008064516,9.51515851,0.338709677,148.964092,0.5081,0.7569,0.6131,Michael Chavis,17321,656308
2019,Richard Urena,TOR,80,0.597051596,0.257598049,,57.17601435,0.025,29.4052949,0.2875,125.7402299,0.4518,0.8293,0.6125,Richard Urena,16411,620446
2020,Francisco Mejía,SDP,42,0.322344321,0.148939121,,-10.17071641,0.023809523,25.67994675,0.214285714,92.73707905,0.427,0.8451,0.6125,Francisco Mejia,16403,642336
2019,Jorge Alfaro,MIA,465,0.736421923,0.311920028,,94.54289917,0.047311827,53.39995815,0.331182795,151.512825,0.5041,0.8075,0.6121,Jorge Alfaro,12180,595751
2017,Jack Reinheimer,ARI,5,0,0,,-100,0,0,0.6,285.6775634,0.5,0.7,0.6111,Jack Reinheimer,14938,595373
2020,William Contreras,ATL,10,0.9,0.388567799,,141.8819495,0,0,0.4,173.1092145,0.4737,0.7647,0.6111,William Contreras,20503,661388
2018,Jorge Alfaro,PHI,377,0.730584171,0.313500898,,95.06994639,0.047745358,53.20137283,0.366047745,169.65506,0.4687,0.7942,0.6109,Jorge Alfaro,12180,595751
2022,Francisco Mejía,TBR,299,0.644836883,0.279491422,,84.85877906,0.023411371,29.40990238,0.217391304,97.84511961,0.5286,0.7372,0.6106,Francisco Mejia,16403,642336
2016,Blake Lalli,ATL,13,0.384615383,0.163113388,,-7.696490372,0,0,0.23076923,112.4809189,0.3333,0.9,0.6098,Blake Lalli,9246,503351
2018,Eric Haase,CLE,17,0.301470588,0.145837475,,-20.33017006,0,0,0.352941176,161.9597946,0.4194,0.7879,0.6094,Eric Haase,14111,606992
2022,Max Schrock,CIN,27,0.339031338,0.156449925,,-11.30222441,0.037037037,44.32584516,0.222222222,98.26798022,0.5385,0.7143,0.6092,Max Schrock,17750,621011
2017,Mike Marjama,SEA,9,1.11111111,0.454303218,,193.8731442,0,0,0.111111111,52.17929284,0.25,0.8,0.6087,Mike Marjama,12594,605357
2022,Lenyn Sosa,CHW,36,0.367460316,0.160831278,,-4.486500982,0.027777777,34.89508196,0.333333333,150.0291835,0.56,0.6667,0.6074,Lenyn Sosa,22896,672820
2023,Blake Rutherford,WSN,36,0.365873015,0.166419971,,-3.687331961,0.027777777,31.52259877,0.277777777,124.4669047,0.4805,0.7759,0.6074,Blake Rutherford,19957,666164
2018,Jarrod Saltalamacchia,DET,8,0.125,0.086191252,,-60.0108096,0.125,150.5766526,0.5,229.4430426,0.5333,0.6923,0.6071,Jarrod Saltalamacchia,5557,457454
2020,Billy Hamilton,- - -,36,0.390178571,0.172123427,,3.646785941,0.055555555,59.91987749,0.194444444,84.1503125,0.3906,0.8679,0.6068,Billy Hamilton,10199,571740
2019,Alen Hanson,TOR,48,0.391957363,0.174192654,,0.767001732,0.0625,73.51323725,0.354166666,154.8973843,0.3793,0.8242,0.6067,Alen Hanson,12926,593700
2016,Adam Jones,BAL,672,0.746172495,0.318511626,,97.91873435,0.058035714,72.36463256,0.171130952,82.8384321,0.4479,0.8275,0.6056,Adam Jones,6368,430945
2022,José Godoy,- - -,22,0.186363636,0.102788137,,-43.15406106,0.09090909,114.2020896,0.409090909,181.6189307,0.4909,0.8065,0.6047,Jose Godoy,15808,608422
2022,Hanser Alberto,LAD,159,0.62324625,0.269575514,,73.54454719,0.018867924,22.58109032,0.157232704,69.52923118,0.4695,0.8048,0.6046,Hanser Alberto,11902,593643
2016,Kaleb Cowart,LAA,87,0.442731574,0.189520567,,12.97752865,0,0,0.264367816,127.9710954,0.4341,0.7468,0.6042,Kaleb Cowart,11494,592230
2023,Corey Dickerson,WSN,152,0.637061402,0.27697794,,70.42873809,0.046052631,52.2611514,0.184210526,82.54121056,0.5065,0.7319,0.6037,Corey Dickerson,10762,572816
2020,Jorge Alfaro,MIA,100,0.624086021,0.270866039,,68.90793574,0.04,43.14231201,0.36,155.798293,0.4908,0.7984,0.6023,Jorge Alfaro,12180,595751
2016,Jonathan Schoop,BAL,647,0.751958381,0.320325376,,99.16527075,0.032457496,40.47119627,0.211746522,102.4989909,0.4301,0.814,0.6022,Jonathan Schoop,11265,570731
2022,Didi Gregorius,PHI,232,0.566669351,0.251484361,,58.26592188,0.056034482,67.06194594,0.155172413,68.61815832,0.4476,0.8235,0.6022,Didi Gregorius,6012,544369
2023,Salvador Perez,KCR,580,0.714320628,0.302052296,,86.22275108,0.03275862,39.1264019,0.23275862,100.5962588,0.4953,0.7751,0.601,Salvador Perez,7304,521692
2016,Kyle Waldrop,CIN,23,0.533596837,0.236802093,,39.46716357,0.04347826,50.31466554,0.217391304,105.9602861,0.4286,0.8462,0.6,Kyle Waldrop,11402,592835
2016,Charles Tilson,CHW,2,1,0.439227015,,182.7768343,0,0,0,0,0.5,0.6667,0.6,Charles Tilson,12983,605508
2017,Erik Kratz,NYY,2,2.5,1.054419488,,600.7748029,0,0,0,0,0.3333,1,0.6,Erik Kratz,4403,456124
2017,Brett Nicholas,TEX,65,0.658363857,0.279453367,,61.39573165,0.03076923,36.53226937,0.2,93.9227272,0.4715,0.7549,0.6,Brett Nicholas,11192,592592
2017,Raudy Read,WSN,11,0.545454544,0.239091543,,39.11867241,0,0,0.272727272,129.8534376,0.4762,0.7368,0.6,Raudy Read,15766,600466
2017,John Bormann,PIT,1,0,0,,-100,0,0,1,476.1292724,0.5,1,0.6,John Bormann,18006,657524
2018,Steven Baron,STL,5,0.4,0.175906205,,6.325320228,0,0,0.4,185.3911817,0.3333,0.8182,0.6,Steven Baron,9787,571467
2019,Tres Barrera,WSN,2,0,0,,-100,0,0,0,0,0.5,0.6667,0.6,Tres Barrera,19977,668663
2020,Charlie Culberson,ATL,7,0.428571427,0.176871436,,2.090265122,0,0,0.571428571,247.2988776,0.4286,0.75,0.6,Charlie Culberson,3298,518586
2020,Ronald Torreyes,PHI,7,0.428571427,0.176871436,,3.084251265,0,0,0,0,0.4286,0.75,0.6,Ronald Torreyes,11400,591720
2020,Billy McKinney,TOR,3,1.333333332,0.588350654,,281.8009988,0,0,0,0,0.5,1,0.6,Billy McKinney,15654,641856
2020,Brian Navarreto,MIA,5,0.8,0.353010392,,123.1511795,0,0,0.2,86.55460723,0.5,0.8,0.6,Brian Navarreto,16398,640459
2020,Estevan Florial,NYY,3,0.666666666,0.294175327,,85.11058245,0,0,0.666666666,280.6202215,0.5,0.8,0.6,Estevan Florial,19151,664314
2021,Jakson Reetz,WSN,2,1.5,0.620824993,,294.0570289,0,0,0,0,1,0.5,0.6,Jakson Reetz,17837,656883
2021,Scott Hurst,STL,5,0,0,,-100,0,0,0.2,89.67765342,0.3636,0.8889,0.6,Scott Hurst,20501,656568
2022,Tony Wolters,LAD,4,0,0,,-100,0,0,0.75,331.6544336,0.4286,0.75,0.6,Tony Wolters,11470,547172
2022,Anthony Alford,PIT,4,0.5,0.220962748,,36.52837253,0,0,0.5,221.1029557,0.6364,0.5,0.6,Anthony Alford,14329,546990
2022,DJ Stewart,BAL,3,0,0,,-100,0,0,0.666666666,300.058367,0.4444,0.8333,0.6,DJ Stewart,17766,621466
2022,Jack Larsen,SEA,1,0,0,,-100,0,0,1,450.0875509,0.5,0.6667,0.6,Jack Larsen,20510,677223
2022,Joe Perez,HOU,1,0,0,,-100,0,0,1,450.0875509,0.6667,0.5,0.6,Joe Perez,22254,669309
2023,Drew Maggi,PIT,6,0.833333333,0.354382664,,121.3104707,0,0,0.166666666,74.68014272,0.25,0.9231,0.6,Drew Maggi,11381,543482
2019,Jeff McNeil,NYM,567,0.915852266,0.384452193,,144.1282653,0.061728395,69.67166391,0.132275132,60.51455338,0.4165,0.8504,0.5989,Jeff McNeil,15362,643446
2019,Garrett Stubbs,HOU,39,0.567765567,0.253579176,,55.80213975,0.102564102,120.6371066,0.179487179,78.50003181,0.4366,0.8036,0.5984,Garrett Stubbs,18067,596117
2022,Chuckie Robinson,CIN,60,0.40677966,0.172921423,,-0.039400508,0,0,0.283333333,125.2916748,0.4828,0.75,0.598,Chuckie Robinson,19824,642020
2019,Yairo Muñoz,STL,181,0.652993703,0.280562718,,73.86595832,0.038674033,43.65064456,0.204419889,93.52006002,0.467,0.7762,0.5976,Yairo Munoz,16313,622168
2020,Brendan Rodgers,COL,21,0.238095237,0.100982192,,-60.46770168,0,0,0.285714285,123.6494386,0.4694,0.7879,0.5976,Brendan Rodgers,17907,663898
2023,Christian Arroyo,BOS,206,0.637523451,0.274247775,,64.94957736,0.033980582,40.5858949,0.218446601,94.4107282,0.4317,0.8113,0.5959,Christian Arroyo,16434,624414
2022,Tomás Nido,NYM,313,0.599691169,0.264762054,,72.43337561,0.044728434,53.53089233,0.242811501,107.3726811,0.4479,0.8184,0.5951,Tomas Nido,13755,621512
2018,Tom Murphy,COL,96,0.637096774,0.267628327,,50.57496616,0.03125,34.82103749,0.458333333,212.4273956,0.4554,0.7756,0.595,Tom Murphy,13499,608596
2021,Yairo Muñoz,BOS,11,0.18181818,0.079914093,,-65.58520364,0,0,0.181818181,79.47536759,0.35,0.8824,0.5946,Yairo Munoz,16313,622168
2023,Francisco Mejía,TBR,160,0.657861635,0.279804599,,79.56216993,0.0375,44.7894347,0.2375,102.6454422,0.5215,0.7061,0.5945,Francisco Mejia,16403,642336
2020,Mason Williams,BAL,18,0.333333333,0.135591444,,-26.32589831,0,0,0.5,210.4651663,0.525,0.6897,0.5942,Mason Williams,11859,592863
2019,Rajai Davis,NYM,26,0.63076923,0.261629577,,63.65883186,0.038461538,43.4108055,0.192307692,87.97885072,0.4643,0.7556,0.5941,Rajai Davis,3708,434658
2020,Adeiny Hechavarría,ATL,63,0.606672046,0.271426284,,64.52866169,0.063492063,68.47985981,0.19047619,82.43295906,0.4141,0.8218,0.5939,Adeiny Hechavarria,10459,588751
2017,Tomás Nido,NYM,10,0.7,0.298550797,,85.67474188,0,0,0.2,95.22585448,0.4,0.7647,0.5938,Tomas Nido,13755,621512
2019,Marco Hernández,BOS,155,0.617058616,0.266059924,,57.34542459,0.019354838,22.76538877,0.270967741,118.5097253,0.4448,0.8142,0.5936,Marco Hernandez,13154,593523
2023,Ezequiel Tovar,COL,615,0.695029944,0.298480377,,70.27926735,0.040650406,46.13063307,0.269918699,120.9454023,0.454,0.8096,0.5934,Ezequiel Tovar,24064,678662
2017,Michael Morse,SFG,40,0.555555555,0.241859673,,47.08189361,0.075,83.35862138,0.35,166.6452453,0.3827,0.8406,0.5933,Michael Morse,3035,434604
2021,Joshua Fuentes,COL,284,0.607595758,0.260780807,,45.97916494,0.042253521,46.00068986,0.228873239,102.624075,0.4508,0.7897,0.5933,Joshua Fuentes,16885,658069
2018,Corey Dickerson,PIT,533,0.804412727,0.340530449,,114.1835389,0.039399624,43.9019451,0.150093808,69.56517109,0.4531,0.7948,0.5932,Corey Dickerson,10762,572816
2023,Christian Bethancourt,TBR,332,0.634728815,0.271370343,,73.71622261,0.039156626,46.76808382,0.274096385,118.4620827,0.4762,0.7865,0.5932,Christian Bethancourt,10028,542194
2022,Oscar Gonzalez,CLE,382,0.788551096,0.33934734,,124.6480524,0.039267015,49.32812683,0.196335078,88.36797442,0.4825,0.7655,0.593,Oscar Gonzalez,20970,660757
2019,Juan Graterol,CIN,18,0.444444444,0.193245994,,7.664404362,0,0,0.222222222,101.6644498,0.4828,0.72,0.5926,Juan Graterol,5398,492802
2022,Travis Shaw,BOS,19,0,0,,-100,0,0,0.368421052,165.821729,0.4211,0.7442,0.5926,Travis Shaw,11982,543768
2019,Tomás Nido,NYM,144,0.5469457,0.227491161,,41.29243788,0.048611111,54.86643526,0.256944444,117.54952,0.4116,0.8442,0.5924,Tomas Nido,13755,621512
2022,Nick Gordon,MIN,443,0.743069583,0.321093486,,110.9472,0.04288939,53.87863757,0.237020316,106.6798935,0.4243,0.8083,0.5923,Nick Gordon,16337,624503
2018,Francisco Peña,STL,142,0.51011331,0.215409478,,32.72016638,0.042253521,47.08196604,0.302816901,140.3489578,0.4847,0.7284,0.592,Francisco Pena,8298,506747
